City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Kudahuvadhoo,MV,2021-03-14 22:10:27,2.6708,72.8944,82.69,71,87,10.02
273,Luganville,VU,2021-03-14 22:12:32,-15.5333,167.1667,82.33,74,85,0.78
274,Neryungri,RU,2021-03-14 22:15:06,56.6709,124.6491,10.17,92,100,20.49
275,Codrington,AU,2021-03-14 22:11:32,-38.2667,141.9667,57.36,84,100,9.42
276,Safaga,EG,2021-03-14 22:15:06,26.7292,33.9365,68.0,32,0,8.05
277,Bengkulu,ID,2021-03-14 22:11:52,-3.8004,102.2655,77.11,85,100,4.56
278,Cumanayagua,CU,2021-03-14 22:15:07,22.1494,-80.2022,82.4,57,40,11.5
279,Soubre,CI,2021-03-14 22:15:07,5.7856,-6.6083,76.66,89,98,3.0
280,Quballat,TN,2021-03-14 22:15:08,36.5418,9.6633,55.4,76,75,5.75
281,Algete,ES,2021-03-14 22:15:08,40.5971,-3.4974,48.0,65,0,8.05
282,Nioro,GM,2021-03-14 22:15:08,13.35,-15.75,77.32,22,22,7.07
283,Numan,NG,2021-03-14 22:15:09,9.4667,12.0333,85.64,40,73,8.81
284,Broome,US,2021-03-14 22:12:48,42.2506,-75.833,30.99,54,90,17.27
285,Vardo,NO,2021-03-14 22:11:17,70.3705,31.1107,28.4,93,75,8.05
286,Shingu,JP,2021-03-14 22:11:28,33.7333,135.9833,44.31,69,0,6.31
287,Hadejia,NG,2021-03-14 22:15:10,12.4498,10.0444,84.67,14,7,9.42
288,Bhagwantnagar,IN,2021-03-14 22:15:10,26.2333,80.75,66.2,82,0,4.21
289,Akdepe,TM,2021-03-14 22:15:11,42.0551,59.3788,21.2,79,100,4.61
290,Teahupoo,PF,2021-03-14 22:15:11,-17.8333,-149.2667,87.8,66,20,9.22
291,Padang,ID,2021-03-14 22:15:11,-0.9492,100.3543,75.2,94,40,3.44
292,Escanaba,US,2021-03-14 22:15:12,45.7453,-87.0646,32.0,55,1,13.8
293,La Orilla,MX,2021-03-14 22:15:12,17.9833,-102.2333,81.41,63,0,8.97
294,Brigantine,US,2021-03-14 22:12:26,39.4101,-74.3646,57.2,17,20,25.32
295,Sur,OM,2021-03-14 22:11:51,22.5667,59.5289,75.22,55,13,4.61
296,Port Augusta,AU,2021-03-14 22:15:13,-32.5,137.7667,52.0,87,0,3.44
297,Chara,RU,2021-03-14 22:15:13,56.9064,118.2631,-5.3,73,91,8.66
298,Creel,MX,2021-03-14 22:15:13,27.75,-107.6333,60.42,7,38,18.95
299,Anantapur,IN,2021-03-14 22:15:14,14.6833,77.6,70.95,52,0,5.82
300,Lyngseidet,NO,2021-03-14 22:15:14,69.5763,20.2189,32.0,86,75,1.59
301,Sebes,RO,2021-03-14 22:15:14,45.9667,23.5667,43.0,87,0,2.3
302,Marsa Matruh,EG,2021-03-14 22:11:31,31.3525,27.2453,57.2,88,75,4.61
303,Saint Anthony,US,2021-03-14 22:15:15,45.0205,-93.218,46.99,29,1,12.66
304,Hobyo,SO,2021-03-14 22:11:36,5.3505,48.5268,79.68,83,93,16.89
305,Tiznit,MA,2021-03-14 22:15:16,29.5833,-9.5,66.88,36,64,2.75
306,Pisco,PE,2021-03-14 22:13:03,-13.7,-76.2167,84.2,54,0,16.11
307,Cervo,ES,2021-03-14 22:15:16,43.6702,-7.4101,37.99,97,2,2.33
308,Zhigansk,RU,2021-03-14 22:10:16,66.7697,123.3711,-20.88,87,80,11.86
309,Leeton,AU,2021-03-14 22:13:20,-34.5667,146.4,46.4,93,1,2.42
310,Camacha,PT,2021-03-14 22:10:44,33.0833,-16.3333,60.8,72,40,8.05
311,Paamiut,GL,2021-03-14 22:11:54,61.994,-49.6678,28.9,82,88,8.34
312,Alice Springs,AU,2021-03-14 22:11:57,-23.7,133.8833,59.0,94,90,6.91
313,Gorontalo,ID,2021-03-14 22:15:17,0.5412,123.0595,74.55,91,86,1.99
314,Espanola,US,2021-03-14 22:15:18,35.9911,-106.0806,43.0,48,90,9.22
315,Pasighat,IN,2021-03-14 22:15:18,28.0667,95.3333,69.8,64,88,2.8
316,Puerto Madero,MX,2021-03-14 22:15:18,14.7208,-92.4215,87.8,62,75,13.8
317,Yancheng,CN,2021-03-14 22:15:19,33.3856,120.1253,45.97,94,100,6.69
318,Laguna,US,2021-03-14 22:13:09,38.421,-121.4238,57.99,54,20,8.05
319,Sola,VU,2021-03-14 22:12:59,-13.8833,167.55,80.6,89,75,5.66
320,Sabha,LY,2021-03-14 22:15:19,27.0377,14.4283,64.36,36,0,15.82
321,Waterloo,CA,2021-03-14 22:15:20,43.4668,-80.5164,30.2,43,1,20.71
322,Meulaboh,ID,2021-03-14 22:15:20,4.1363,96.1285,75.99,87,94,5.39
323,Geraldton,AU,2021-03-14 22:11:26,-28.7667,114.6,73.4,31,1,17.27
324,Manggar,ID,2021-03-14 22:15:21,-2.8833,108.2667,78.33,86,100,4.92
325,Chandbali,IN,2021-03-14 22:15:21,20.7833,86.7667,69.6,94,0,2.06
326,Erzin,TR,2021-03-14 22:15:21,36.9559,36.2,60.01,74,100,4.5
327,Clyde River,CA,2021-03-14 22:10:52,70.4692,-68.5914,-7.6,77,1,21.85
328,Iqaluit,CA,2021-03-14 22:12:01,63.7506,-68.5145,-16.01,63,40,20.71
329,Tabas,IR,2021-03-14 22:15:22,33.5959,56.9244,51.57,29,50,6.33
330,Chabahar,IR,2021-03-14 22:15:22,25.2919,60.643,72.21,85,0,9.42
331,Gazli,UZ,2021-03-14 22:12:37,40.1333,63.45,29.48,44,99,8.34
332,Husavik,IS,2021-03-14 22:11:31,66.0449,-17.3389,21.2,86,0,3.44
333,Mahajanga,MG,2021-03-14 22:15:23,-15.7167,46.3167,78.8,89,20,4.61
334,Kimbe,PG,2021-03-14 22:10:22,-5.5502,150.1429,80.64,76,70,1.54
335,Point Fortin,TT,2021-03-14 22:15:24,10.1833,-61.6833,73.99,95,100,1.01
336,Araguaina,BR,2021-03-14 22:15:24,-7.1911,-48.2072,76.26,87,90,1.34
337,Maragogi,BR,2021-03-14 22:15:24,-9.0122,-35.2225,78.87,72,100,8.39
338,Katsuura,JP,2021-03-14 22:09:14,35.1333,140.3,50.0,46,40,18.41
339,Saint-Pierre,RE,2021-03-14 22:11:52,-21.3393,55.4781,78.8,73,20,16.11
340,Nantucket,US,2021-03-14 22:10:35,41.2835,-70.0995,37.4,70,90,31.07
341,Sao Filipe,CV,2021-03-14 22:11:15,14.8961,-24.4956,71.1,72,0,4.61
342,Bathsheba,BB,2021-03-14 22:12:54,13.2167,-59.5167,78.8,73,40,11.5
343,Mezhgorye,UA,2021-03-14 22:15:25,44.9667,34.4167,37.9,62,0,5.53
344,Kapoeta,SS,2021-03-14 22:15:26,4.7717,33.5903,86.11,29,0,11.97
345,Zilupe,LV,2021-03-14 22:15:26,56.3862,28.1217,35.35,95,97,11.61
346,Arman,RU,2021-03-14 22:15:26,59.7,150.1667,3.15,84,10,4.94
347,Setermoen,NO,2021-03-14 22:15:27,68.861,18.3486,32.0,93,75,4.61
348,Karratha,AU,2021-03-14 22:15:27,-20.7377,116.8463,81.77,72,99,4.72
349,Antofagasta,CL,2021-03-14 22:11:31,-23.65,-70.4,69.8,73,75,11.5
350,Kawalu,ID,2021-03-14 22:15:28,-7.3817,108.2082,72.7,94,100,1.57
351,Imuris,MX,2021-03-14 22:15:28,30.7833,-110.8667,64.56,18,0,16.91
352,Hanko,FI,2021-03-14 22:15:28,59.8333,22.95,33.01,86,100,1.01
353,San Cristobal,VE,2021-03-14 22:15:29,7.7669,-72.225,80.6,65,75,4.61
354,Havoysund,NO,2021-03-14 22:15:03,70.9963,24.6622,24.8,93,75,8.05
355,Puerto Baquerizo Moreno,EC,2021-03-14 22:15:29,-0.9,-89.6,82.4,83,40,9.22
356,Yumen,CN,2021-03-14 22:13:00,40.2833,97.2,38.93,39,15,27.67
357,Kruisfontein,ZA,2021-03-14 22:10:19,-34.0033,24.7314,68.0,96,100,1.99
358,General Pico,AR,2021-03-14 22:15:30,-35.6566,-63.7568,87.17,30,68,7.81
359,Adrar,MR,2021-03-14 22:15:30,20.5022,-10.0711,74.23,24,91,8.1
360,Sterling,US,2021-03-14 22:10:38,39.0062,-77.4286,60.8,18,75,18.41
361,Deputatskiy,RU,2021-03-14 22:13:16,69.3,139.9,-15.72,74,64,1.81
362,Half Moon Bay,US,2021-03-14 22:13:10,37.4636,-122.4286,57.99,71,75,16.11
363,Ilesha,NG,2021-03-14 22:15:31,7.1371,5.2583,75.88,85,100,5.37
364,Wonthaggi,AU,2021-03-14 22:15:31,-38.6044,145.5913,57.99,83,62,11.99
365,Nome,US,2021-03-14 22:12:25,64.5011,-165.4064,21.2,86,90,13.8
366,Nobres,BR,2021-03-14 22:15:32,-14.7203,-56.3275,77.27,87,88,2.46
367,Coahuayana,MX,2021-03-14 22:15:32,18.7333,-103.6833,82.4,57,1,7.65
368,Xinmin,CN,2021-03-14 22:15:33,41.9908,122.8253,48.0,57,90,8.95
369,Shaowu,CN,2021-03-14 22:15:33,27.3409,117.4831,58.73,94,0,2.24
370,Tonneins,FR,2021-03-14 22:15:33,44.3921,0.3124,44.6,81,0,5.75
371,Iranshahr,IR,2021-03-14 22:12:55,27.2025,60.6848,69.8,28,0,2.62
372,Kastamonu,TR,2021-03-14 22:13:08,41.5,33.6667,41.09,75,100,1.39
373,Luena,AO,2021-03-14 22:15:34,-11.7833,19.9167,63.84,93,87,1.77
374,Norwich,GB,2021-03-14 22:15:34,52.6278,1.2983,46.4,87,75,13.8
375,Moerai,PF,2021-03-14 22:15:35,-22.4333,-151.3333,80.58,70,47,10.31
376,Acapulco,MX,2021-03-14 22:15:35,16.8634,-99.8901,84.2,65,1,5.75
377,Pangnirtung,CA,2021-03-14 22:13:03,66.1451,-65.7125,-16.08,94,27,1.81
378,Oistins,BB,2021-03-14 22:15:35,13.0667,-59.5333,78.8,73,40,11.5
379,Sitka,US,2021-03-14 22:11:03,57.0531,-135.33,32.0,43,1,8.05
380,Egvekinot,RU,2021-03-14 22:15:36,66.3167,-179.1667,8.94,95,99,3.2
381,Mikuni,JP,2021-03-14 22:15:36,36.2171,136.1519,37.4,93,20,3.44
382,Hasaki,JP,2021-03-14 22:09:13,35.7333,140.8333,39.2,75,20,2.3
383,Lagoa,PT,2021-03-14 22:12:46,39.05,-27.9833,59.97,91,10,14.79
384,Garden City,US,2021-03-14 22:15:37,42.3256,-83.331,43.0,33,75,10.36
385,Havelock,US,2021-03-14 22:15:37,34.8791,-76.9013,69.01,28,75,10.36
386,San Rafael,AR,2021-03-14 22:15:38,-34.6177,-68.3301,81.73,38,65,13.49
387,Platteville,US,2021-03-14 22:15:38,42.7342,-90.4785,46.99,45,1,20.71
388,Chancay,PE,2021-03-14 22:15:38,-11.5714,-77.2672,80.6,61,0,9.22
389,Bow Island,CA,2021-03-14 22:15:02,49.8668,-111.3684,62.6,29,0,19.57
390,Sungaipenuh,ID,2021-03-14 22:10:17,-2.0833,101.3833,63.14,95,95,2.75
391,Harindanga,IN,2021-03-14 22:15:39,22.0383,88.3214,75.2,69,0,3.44
392,Eslov,SE,2021-03-14 22:15:39,55.8393,13.3039,39.99,90,99,3.0
393,Namibe,AO,2021-03-14 22:11:07,-15.1961,12.1522,75.97,80,75,3.78
394,Alta Floresta,BR,2021-03-14 22:11:45,-9.8756,-56.0861,74.37,93,100,1.3
395,Tshikapa,CD,2021-03-14 22:15:40,-6.4167,20.8,71.56,90,92,2.21
396,Trojes,AL,2021-03-14 22:15:40,41.756,19.962,53.6,71,40,9.22
397,Port Arthur,CN,2021-03-14 22:15:41,38.8,121.2667,46.4,71,90,11.18
398,Morro Bay,US,2021-03-14 22:15:41,35.3658,-120.8499,57.99,68,100,4.0
399,Vila,PT,2021-03-14 22:15:41,42.0304,-8.1588,46.99,83,1,5.99
400,Camana,PE,2021-03-14 22:15:42,-16.6228,-72.7111,75.02,73,51,5.97
401,Dehloran,IR,2021-03-14 22:15:42,32.6941,47.2679,61.05,57,33,0.74
402,Jacqueville,CI,2021-03-14 22:15:42,5.2052,-4.4146,80.6,83,75,6.91
403,Lixourion,GR,2021-03-14 22:15:43,38.2019,20.4314,55.9,86,8,10.76
404,Necochea,AR,2021-03-14 22:11:58,-38.5473,-58.7368,66.0,77,0,8.57
405,Naze,JP,2021-03-14 22:11:06,28.3667,129.4833,53.6,87,0,3.44
406,Sorland,NO,2021-03-14 22:12:58,67.667,12.6934,35.6,87,20,9.22
407,Bubaque,GW,2021-03-14 22:15:44,11.2833,-15.8333,78.6,67,0,15.46
408,Namatanai,PG,2021-03-14 22:12:37,-3.6667,152.4333,82.31,70,68,3.94
409,Nhulunbuy,AU,2021-03-14 22:15:44,-12.2333,136.7667,78.8,89,17,2.53
410,Sakakah,SA,2021-03-14 22:15:44,29.9697,40.2064,64.4,24,99,6.91
411,Mareeba,AU,2021-03-14 22:15:45,-17.0,145.4333,79.0,83,90,9.22
412,Matay,EG,2021-03-14 22:15:45,28.419,30.7792,60.42,49,17,15.57
413,Degtyarsk,RU,2021-03-14 22:15:45,56.704,60.0879,12.2,57,0,8.95
414,Sibu,MY,2021-03-14 22:13:05,2.3,111.8167,73.4,100,40,1.81
415,El Coyote,MX,2021-03-14 22:15:46,25.7,-103.2667,77.0,8,75,7.2
416,Alvaraes,BR,2021-03-14 22:15:46,-3.2208,-64.8042,87.8,62,20,3.44
417,Logan,US,2021-03-14 22:15:47,41.7355,-111.8344,59.0,30,1,8.05
418,Biak,ID,2021-03-14 22:10:51,-0.9131,122.8766,76.64,80,96,0.76
419,Inhambane,MZ,2021-03-14 22:09:01,-23.865,35.3833,74.75,89,1,6.35
420,Ambilobe,MG,2021-03-14 22:15:47,-13.2,49.05,73.53,95,70,1.43
421,College,US,2021-03-14 22:11:16,64.8569,-147.8028,16.0,48,20,3.44
422,Troitsko-Pechorsk,RU,2021-03-14 22:15:48,62.7084,56.1964,17.65,94,100,8.32
423,Jalu,LY,2021-03-14 22:15:48,29.0331,21.5482,57.74,55,0,9.73
424,Pedernales,DO,2021-03-14 22:15:49,18.0384,-71.744,78.73,72,11,9.71
425,Quesnel,CA,2021-03-14 22:15:49,52.9999,-122.5029,51.8,35,90,14.97
426,Biltine,TD,2021-03-14 22:15:50,14.5333,20.9167,84.31,11,2,9.84
427,Alofi,NU,2021-03-14 22:12:55,-19.0595,-169.9187,84.2,74,75,8.05
428,Astana,KZ,2021-03-14 22:15:01,51.1801,71.446,-5.8,84,98,4.47
429,Gamba,GA,2021-03-14 22:15:50,-2.65,10.0,78.82,87,100,5.37
430,Campbell River,CA,2021-03-14 22:15:11,50.0163,-125.2446,39.2,81,75,16.11
431,Brae,GB,2021-03-14 22:15:51,60.3964,-1.353,42.8,75,90,17.27
432,Ailigandi,PA,2021-03-14 22:15:51,9.2333,-78.0167,79.92,76,23,12.39
433,Borogontsy,RU,2021-03-14 22:15:52,62.6683,131.1683,11.21,96,100,3.83
434,Guilin,CN,2021-03-14 22:15:52,25.2819,110.2864,60.8,100,90,2.24
435,Liverpool,GB,2021-03-14 22:11:21,53.4106,-2.9779,50.0,87,75,21.85
436,Sorong,ID,2021-03-14 22:15:53,-0.8833,131.25,78.84,83,100,5.55
437,Manitouwadge,CA,2021-03-14 22:15:53,49.1215,-85.8403,28.4,30,20,10.36
438,Yulara,AU,2021-03-14 22:10:55,-25.2406,130.9889,60.8,41,2,10.36
439,Caconda,AO,2021-03-14 22:15:54,-13.7333,15.0667,60.89,94,94,5.03
440,Warrnambool,AU,2021-03-14 22:13:48,-38.3833,142.4833,57.0,91,100,4.0
441,Entre Rios,BR,2021-03-14 22:15:54,-11.9419,-38.0844,72.41,71,3,6.11
442,Mahebourg,MU,2021-03-14 22:12:08,-20.4081,57.7,77.0,94,75,3.44
443,Concepcion,CL,2021-03-14 22:12:00,-36.827,-73.0498,57.2,88,90,5.75
444,Ayacucho,PE,2021-03-14 22:15:55,-13.1583,-74.2239,63.23,65,94,5.73
445,Comodoro Rivadavia,AR,2021-03-14 22:12:00,-45.8667,-67.5,64.4,68,0,26.46
446,Baoro,CF,2021-03-14 22:15:55,5.6667,15.9667,70.56,82,98,3.38
447,Xuddur,SO,2021-03-14 22:15:56,4.1213,43.8894,72.54,86,47,14.29
448,Tura,IN,2021-03-14 22:15:09,25.5198,90.2201,68.09,45,0,3.09
449,Wake Forest,US,2021-03-14 22:15:10,35.9799,-78.5097,66.99,25,1,5.53
450,Aksu,CN,2021-03-14 22:15:57,41.1231,80.2644,49.48,33,10,4.94
451,Katobu,ID,2021-03-14 22:15:57,-4.9408,122.5276,74.93,93,11,0.94
452,Soyo,AO,2021-03-14 22:12:54,-6.1349,12.3689,80.62,79,78,6.44
453,Santa Cruz,BO,2021-03-14 22:12:19,-17.8,-63.1667,80.6,69,75,3.44
454,Rundu,NA,2021-03-14 22:15:58,-17.9333,19.7667,67.3,77,24,3.56
455,Meadow Lake,US,2021-03-14 22:15:58,34.8014,-106.5436,48.99,33,75,19.57
456,Rosarito,MX,2021-03-14 22:12:22,32.3333,-117.0333,59.0,58,40,10.36
457,Petatlan,MX,2021-03-14 22:15:59,17.5167,-101.2667,84.2,70,40,6.78
458,Mana,GF,2021-03-14 22:15:59,5.6592,-53.7767,77.02,87,100,8.01
459,Vanavara,RU,2021-03-14 22:15:59,60.34,102.2797,6.66,92,100,11.34
460,Bozhou,CN,2021-03-14 22:16:00,33.8772,115.7703,55.99,94,100,7.78
461,Martin,US,2021-03-14 22:16:00,27.0837,-80.4164,81.0,61,20,11.5
462,Havre-Saint-Pierre,CA,2021-03-14 22:12:56,50.2334,-63.5986,12.2,40,40,10.36
463,Bogorodskoye,RU,2021-03-14 22:11:06,56.55,37.8833,34.07,97,100,13.04
464,Alugan,PH,2021-03-14 22:16:01,12.2188,125.4808,77.43,90,86,9.82
465,Manokwari,ID,2021-03-14 22:11:43,-0.8667,134.0833,78.35,75,65,3.33
466,Batagay-Alyta,RU,2021-03-14 22:16:01,67.8006,130.4114,-7.15,74,100,3.44
467,Lata,PT,2021-03-14 22:15:08,40.1629,-8.3327,55.0,87,1,2.35
468,Tororo,UG,2021-03-14 22:16:02,0.693,34.1809,71.01,61,52,4.56
469,Ulladulla,AU,2021-03-14 22:13:00,-35.35,150.4667,55.0,66,0,6.91
470,Bud,US,2021-03-14 22:16:02,39.447,-86.1758,53.01,56,100,9.31
471,Ternate,ID,2021-03-14 22:16:02,0.8,127.4,80.11,78,39,5.55
472,Mackay,AU,2021-03-14 22:11:02,-21.15,149.2,79.0,94,4,4.61
473,Ojuelos De Jalisco,MX,2021-03-14 22:16:03,21.8667,-101.5833,80.37,11,0,16.33
474,Apartado,CO,2021-03-14 22:16:03,7.883,-76.6259,81.05,78,49,8.61
475,Cabedelo,BR,2021-03-14 22:16:04,-6.9811,-34.8339,78.8,83,20,9.22
476,Maceio,BR,2021-03-14 22:16:04,-9.6658,-35.7353,78.8,69,0,10.36
477,Ahtopol,BG,2021-03-14 22:16:04,42.1,27.95,42.8,93,20,3.44
478,Hay River,CA,2021-03-14 22:16:05,60.8156,-115.7999,6.8,72,75,14.97
479,Sorochinsk,RU,2021-03-14 22:13:14,52.4338,53.1583,2.3,86,48,6.87
480,Zdice,CZ,2021-03-14 22:16:05,49.9121,13.9775,36.0,80,0,12.66
481,Playas,EC,2021-03-14 22:16:06,-2.6333,-80.3833,81.1,76,56,11.25
482,Bemidji,US,2021-03-14 22:16:06,47.4736,-94.8803,42.01,33,1,10.36
483,Bereda,ES,2021-03-14 22:16:06,43.2686,-7.5406,44.01,97,13,2.82
484,Piacabucu,BR,2021-03-14 22:16:07,-10.4056,-36.4344,77.61,68,46,7.63
485,Sheridan,US,2021-03-14 22:12:22,44.8333,-106.9173,42.8,61,90,16.11
486,Waddan,LY,2021-03-14 22:13:16,29.1614,16.139,59.07,68,0,11.97
487,Virginia Beach,US,2021-03-14 22:15:22,36.8529,-75.978,64.0,23,47,5.01
488,Shu,KZ,2021-03-14 22:16:07,43.5983,73.7614,25.0,46,97,8.01
489,Suntar,RU,2021-03-14 22:13:11,62.1444,117.6319,-11.16,88,49,8.72
490,Mikhaylovka,RU,2021-03-14 22:12:12,50.06,43.2379,28.0,79,97,5.99
491,Darhan,MN,2021-03-14 22:16:08,49.4867,105.9228,6.84,68,0,4.7
492,Boajibu,SL,2021-03-14 22:16:08,8.1833,-11.3333,77.99,82,100,4.47
493,Liwale,TZ,2021-03-14 22:12:14,-9.7667,37.9333,68.34,97,100,1.45
494,Anadyr,RU,2021-03-14 22:16:09,64.75,177.4833,5.0,85,75,15.66
495,Skala Fourkas,GR,2021-03-14 22:16:09,39.9998,23.3841,55.99,100,0,7.58
496,Kalutara,LK,2021-03-14 22:16:10,6.5831,79.9593,77.0,88,0,2.3
497,Sompeta,IN,2021-03-14 22:16:10,18.9333,84.6,73.58,57,0,4.88
498,Tezu,IN,2021-03-14 22:11:28,27.9167,96.1667,67.05,51,23,3.96
499,Road Town,VG,2021-03-14 22:16:11,18.4167,-64.6167,78.8,73,40,8.05
500,Port Blair,IN,2021-03-14 22:11:28,11.6667,92.75,79.32,74,57,4.92
501,Ust-Nera,RU,2021-03-14 22:10:47,64.5667,143.2,-12.77,98,92,3.56
502,Bida,NG,2021-03-14 22:16:11,9.0833,6.0167,87.1,37,100,8.01
503,Celestun,MX,2021-03-14 22:16:12,20.8667,-90.4,80.87,67,0,14.12
504,Jurm,AF,2021-03-14 22:16:12,36.8648,70.8342,39.61,51,100,4.63
505,Guthrie,US,2021-03-14 22:16:13,35.8789,-97.4253,69.01,30,20,17.25
506,Grand-Lahou,CI,2021-03-14 22:16:13,5.1367,-5.0242,80.26,84,100,7.96
507,Mildura,AU,2021-03-14 22:10:46,-34.2,142.15,52.0,76,10,5.75
508,Dali,CN,2021-03-14 22:14:40,25.7,100.1833,47.57,77,0,5.14
509,Faya,SA,2021-03-14 22:16:14,18.3851,42.4509,62.6,41,0,1.99
510,Shuyskoye,RU,2021-03-14 22:16:14,59.3736,41.0305,31.21,97,100,9.15
511,Marica,BR,2021-03-14 22:16:15,-22.9194,-42.8186,80.6,89,40,10.36
512,Williams Lake,CA,2021-03-14 22:15:10,52.1415,-122.1445,46.4,36,75,21.85
513,Okhotsk,RU,2021-03-14 22:12:28,59.3833,143.3,5.14,74,100,2.57
514,Ouango,CF,2021-03-14 22:16:15,4.3133,22.5552,72.57,94,100,4.85
515,Samarai,PG,2021-03-14 22:12:49,-10.6167,150.6667,82.83,72,90,5.37
516,Erenhot,CN,2021-03-14 22:16:16,43.6475,111.9767,20.14,24,0,21.65
517,Dingle,PH,2021-03-14 22:12:52,10.9995,122.6711,74.88,91,74,1.95
518,Vestmannaeyjar,IS,2021-03-14 22:16:16,63.4427,-20.2734,39.6,77,99,14.99
519,Upington,ZA,2021-03-14 22:16:17,-28.4478,21.2561,73.4,64,100,11.5
520,Tilichiki,RU,2021-03-14 22:10:26,60.4667,166.1,-4.45,91,38,3.24
521,Kalmunai,LK,2021-03-14 22:16:17,7.4167,81.8167,76.86,81,69,2.33
522,Tocopilla,CL,2021-03-14 22:16:17,-22.092,-70.1979,70.9,75,20,4.63
523,Mopipi,BW,2021-03-14 22:16:18,-21.1833,24.8833,73.94,48,22,13.18
524,Vievis,LT,2021-03-14 22:16:18,54.7667,24.8,35.01,93,75,11.5
525,Hofn,IS,2021-03-14 22:11:06,64.2539,-15.2082,34.03,92,100,8.32
526,Mago,RU,2021-03-14 22:16:19,53.2514,140.1822,26.74,82,0,1.9
527,Pignon,HT,2021-03-14 22:16:19,19.3333,-72.1167,78.8,61,75,18.41
528,Surt,LY,2021-03-14 22:16:19,31.2089,16.5887,59.38,77,2,8.46
529,Kulu,TR,2021-03-14 22:16:20,39.0951,33.0799,48.99,71,100,3.31
530,Podgorodnyaya Pokrovka,RU,2021-03-14 22:16:20,51.8281,54.9874,-2.2,84,0,4.47
531,Oyama,JP,2021-03-14 22:16:21,36.3,139.8,51.01,80,20,3.33
532,Mehamn,NO,2021-03-14 22:13:19,71.0357,27.8492,26.6,86,90,3.44
533,Mogadishu,SO,2021-03-14 22:15:25,2.0371,45.3438,79.92,84,99,10.31
534,Honiara,SB,2021-03-14 22:15:16,-9.4333,159.95,82.45,78,96,1.54
535,Atar,MR,2021-03-14 22:16:21,20.5169,-13.0499,76.24,20,0,7.67
536,Kozhva,RU,2021-03-14 22:16:22,65.1073,57.0459,19.65,93,100,10.76
537,Komsomolskiy,UZ,2021-03-14 22:10:54,40.4272,71.7189,30.2,69,100,4.61
538,Ixtapa,MX,2021-03-14 22:12:31,20.7,-105.2,75.2,64,20,11.5
539,Rong Kwang,TH,2021-03-14 22:16:22,18.339,100.3174,81.0,60,91,1.88
540,Kjopsvik,NO,2021-03-14 22:16:23,68.097,16.3742,36.0,93,90,8.05
541,Makakilo City,US,2021-03-14 22:16:23,21.3469,-158.0858,77.0,69,1,9.22
542,Grafton,US,2021-03-14 22:16:23,42.207,-71.6856,32.0,51,75,19.57
543,Rzhev,RU,2021-03-14 22:16:24,56.2624,34.3282,34.7,97,100,12.24
544,Batemans Bay,AU,2021-03-14 22:16:24,-35.7167,150.1833,55.99,76,0,3.0
545,Varhaug,NO,2021-03-14 22:16:25,58.6147,5.6457,39.99,97,61,1.01
546,Zomin,UZ,2021-03-14 22:16:25,39.9606,68.3958,27.77,84,100,4.09
547,Paysandu,UY,2021-03-14 22:15:02,-32.3214,-58.0756,82.0,33,0,4.0
548,Kaabong,UG,2021-03-14 22:16:26,3.4836,34.1492,71.91,48,0,14.79
